"region","order_date","net_revenue","orders_cnt","avg_check"
"North America","2022-11-01","1651.87","3","550.62"
"North America","2022-11-02","821.77","1","821.77"
"North America","2022-11-03","1858.71","2","929.36"
"North America","2022-11-04","338.95","4","84.74"
"North America","2022-11-05","39.09","1","39.09"
"North America","2022-11-06","349.74","3","116.58"
"North America","2022-11-07","418.43","4","104.61"
"North America","2022-11-08","272.03","1","272.03"
"North America","2022-11-09","269.7","3","89.9"
"North America","2022-11-10","373.73","1","373.73"
"North America","2022-11-11","365.48","1","365.48"
"North America","2022-11-12","187.08","2","93.54"
"North America","2022-11-13","68.39","1","68.39"
"North America","2022-11-14","655.61","3","218.54"
"North America","2022-11-16","345.04","4","86.26"
"North America","2022-11-17","167.07","2","83.53"
"North America","2022-11-18","131.61","2","65.81"
"North America","2022-11-19","140.26","1","140.26"
"North America","2022-11-20","426.58","2","213.29"
"North America","2022-11-21","843.13","5","168.63"
"North America","2022-11-22","1119.3","3","373.1"
"North America","2022-11-23","2971.53","3","990.51"
"North America","2022-11-24","98.94","1","98.94"
"North America","2022-11-25","102.91","2","51.45"
"North America","2022-11-26","338.82","3","112.94"
"North America","2022-11-27","89.19","2","44.59"
"North America","2022-11-28","281.48","2","140.74"
"North America","2022-12-01","392.23","2","196.11"
"North America","2022-12-02","945.97","2","472.99"
"North America","2022-12-03","149.98","3","49.99"
"North America","2022-12-04","650.67","2","325.34"
"North America","2022-12-05","368.82","3","122.94"
"North America","2022-12-06","603.28","2","301.64"
"North America","2022-12-07","29.62","1","29.62"
"North America","2022-12-08","300.37","3","100.12"
"North America","2022-12-09","155.89","2","77.94"
"North America","2022-12-10","295.04","4","73.76"
"North America","2022-12-11","181.79","2","90.89"
"North America","2022-12-12","92.92","2","46.46"
"North America","2022-12-13","1202.95","4","300.74"
"North America","2022-12-14","528.11","2","264.06"
"North America","2022-12-15","411.79","1","411.79"
"North America","2022-12-16","3843","3","1281"
"North America","2022-12-17","788.02","1","788.02"
"North America","2022-12-18","227.79","3","75.93"
"North America","2022-12-20","526.11","3","175.37"
"North America","2022-12-22","243.4","2","121.7"
"North America","2022-12-24","995.16","6","165.86"
"North America","2022-12-25","866.32","3","288.77"
"North America","2022-12-26","1108.38","4","277.09"
"North America","2022-12-27","317.5","5","63.5"
"North America","2022-12-28","1952.22","3","650.74"
"North America","2022-12-29","141.77","1","141.77"
"North America","2022-12-31","56.65","1","56.65"
"North America","2023-01-02","5","1","5"
"North America","2023-01-04","1346.21","2","673.11"
"North America","2023-01-05","208.92","1","208.92"
"North America","2023-01-08","83.2","1","83.2"
"North America","2023-01-14","963.1","1","963.1"
"North America","2023-01-16","504.25","1","504.25"
"North America","2023-01-17","706.1","3","235.37"
"North America","2023-01-18","288.87","2","144.44"
"North America","2023-01-19","68.87","1","68.87"
"North America","2023-01-20","496.73","1","496.73"
"North America","2023-01-21","532.84","1","532.84"
"North America","2023-01-25","193.52","2","96.76"
"North America","2023-01-26","16.81","1","16.81"
"North America","2023-02-04","19.96","1","19.96"
"North America","2023-02-11","170.71","2","85.36"
"North America","2023-02-12","180.66","1","180.66"
"North America","2023-02-15","24.99","1","24.99"
"North America","2023-02-17","71.67","1","71.67"
"North America","2023-02-20","1764.98","1","1764.98"
"North America","2023-02-23","813.12","1","813.12"
"North America","2023-02-25","36.41","1","36.41"
"North America","2023-02-26","249.28","1","249.28"
"North America","2023-02-27","902.42","2","451.21"
"North America","2023-02-28","285.48","2","142.74"
"North America","2023-03-01","1338.57","1","1338.57"
"North America","2023-03-02","134.16","2","67.08"
"North America","2023-03-03","65.54","1","65.54"
"North America","2023-03-04","87.72","1","87.72"
"North America","2023-03-05","2030.81","3","676.94"
"North America","2023-03-07","231.16","1","231.16"
"North America","2023-03-08","398.78","1","398.78"
"North America","2023-03-10","35.51","1","35.51"
"North America","2023-03-11","754.99","1","754.99"
"North America","2023-03-12","586.96","1","586.96"
"North America","2023-03-14","1513.14","2","756.57"
"North America","2023-03-17","14.22","1","14.22"
"North America","2023-03-18","366.92","1","366.92"
"North America","2023-03-19","15.92","1","15.92"
"North America","2023-03-20","81.85","1","81.85"
"North America","2023-03-21","668.35","4","167.09"
"North America","2023-03-23","591.94","2","295.97"
"North America","2023-03-26","27.38","1","27.38"
"North America","2023-03-27","38.1","1","38.1"
"North America","2023-03-28","10","1","10"
"North America","2023-03-31","177.49","1","177.49"
"North America","2023-04-03","375.25","1","375.25"
"North America","2023-04-04","400.75","1","400.75"
"North America","2023-04-05","595.12","3","198.37"
"North America","2023-04-06","25.52","1","25.52"
"North America","2023-04-11","101.31","1","101.31"
"North America","2023-04-13","1331.25","2","665.63"
"North America","2023-04-15","297.4","2","148.7"
"North America","2023-04-16","29.62","1","29.62"
"North America","2023-04-18","34.28","1","34.28"
"North America","2023-04-20","158.41","1","158.41"
"North America","2023-04-22","417.6","2","208.8"
"North America","2023-04-24","146.17","2","73.08"
"North America","2023-04-25","1770.48","4","442.62"
"North America","2023-04-26","218.08","1","218.08"
"North America","2023-04-27","879.36","1","879.36"
"North America","2023-05-01","472.67","1","472.67"
"North America","2023-05-02","136.2","2","68.1"
"North America","2023-05-03","1792.71","2","896.36"
"North America","2023-05-04","996.08","2","498.04"
"North America","2023-05-05","863","2","431.5"
"North America","2023-05-07","123.46","2","61.73"
"North America","2023-05-08","1205.85","1","1205.85"
"North America","2023-05-09","445.55","1","445.55"
"North America","2023-05-10","1310.44","2","655.22"
"North America","2023-05-13","167.38","1","167.38"
"North America","2023-05-15","211.26","1","211.26"
"North America","2023-05-16","388.36","3","129.45"
"North America","2023-05-17","380.97","1","380.97"
"North America","2023-05-20","881.28","2","440.64"
"North America","2023-05-23","1442.19","4","360.55"
"North America","2023-05-25","443.78","1","443.78"
"North America","2023-05-26","18.2","1","18.2"
"North America","2023-05-28","181.19","2","90.59"
"North America","2023-06-01","227.51","2","113.75"
"North America","2023-06-05","1444.11","2","722.06"
"North America","2023-06-06","519.59","2","259.8"
"North America","2023-06-07","104.57","1","104.57"
"North America","2023-06-10","197.68","1","197.68"
"North America","2023-06-11","748.37","3","249.46"
"North America","2023-06-12","489.52","2","244.76"
"North America","2023-06-13","99.38","2","49.69"
"North America","2023-06-14","553.55","2","276.77"
"North America","2023-06-17","91.7","1","91.7"
"North America","2023-06-18","265.01","1","265.01"
"North America","2023-06-19","418.49","3","139.5"
"North America","2023-06-21","93.09","1","93.09"
"North America","2023-06-23","1978.15","4","494.54"
"North America","2023-06-24","16.9","1","16.9"
"North America","2023-06-25","103.44","2","51.72"
"North America","2023-06-26","1383","2","691.5"
"North America","2023-06-28","112.17","1","112.17"
"North America","2023-07-03","178.41","2","89.2"
"North America","2023-07-04","644.08","2","322.04"
"North America","2023-07-05","411.75","4","102.94"
"North America","2023-07-06","137.74","1","137.74"
"North America","2023-07-07","97.12","1","97.12"
"North America","2023-07-08","283.68","2","141.84"
"North America","2023-07-09","2267.19","3","755.73"
"North America","2023-07-10","72.66","1","72.66"
"North America","2023-07-11","190.2","4","47.55"
"North America","2023-07-12","362.15","3","120.72"
"North America","2023-07-13","82.23","2","41.11"
"North America","2023-07-14","610.12","1","610.12"
"North America","2023-07-15","632.12","2","316.06"
"North America","2023-07-16","221.09","2","110.55"
"North America","2023-07-18","607.19","2","303.6"
"North America","2023-07-19","1124","2","562"
"North America","2023-07-20","910.94","4","227.73"
"North America","2023-07-21","78.73","2","39.37"
"North America","2023-07-22","866.7","2","433.35"
"North America","2023-07-23","105.88","2","52.94"
"North America","2023-07-24","739.72","3","246.57"
"North America","2023-07-25","581.66","2","290.83"
"North America","2023-07-27","311.51","3","103.84"
"North America","2023-07-28","3811.55","5","762.31"
"North America","2023-08-01","1151.98","4","288"
"North America","2023-08-02","602.19","3","200.73"
"North America","2023-08-03","139.88","1","139.88"
"North America","2023-08-04","96.77","1","96.77"
"North America","2023-08-05","363.84","2","181.92"
"North America","2023-08-08","977.65","6","162.94"
"North America","2023-08-10","441.88","4","110.47"
"North America","2023-08-11","588.2","3","196.07"
"North America","2023-08-12","1529.11","6","254.85"
"North America","2023-08-13","2535.41","4","633.85"
"North America","2023-08-14","1038.82","2","519.41"
"North America","2023-08-15","846.84","3","282.28"
"North America","2023-08-16","419.73","4","104.93"
"North America","2023-08-17","1862.87","4","465.72"
"North America","2023-08-18","659.04","2","329.52"
"North America","2023-08-19","295.95","3","98.65"
"North America","2023-08-20","250.03","1","250.03"
"North America","2023-08-22","129.26","1","129.26"
"North America","2023-08-23","134.84","3","44.95"
"North America","2023-08-24","495.89","2","247.95"
"North America","2023-08-25","288.95","2","144.47"
"North America","2023-08-27","78.21","2","39.1"
"North America","2023-08-28","320.52","3","106.84"
"North America","2023-09-01","635.45","7","90.78"
"North America","2023-09-02","805.11","2","402.56"
"North America","2023-09-03","415.64","2","207.82"
"North America","2023-09-04","220.99","3","73.66"
"North America","2023-09-05","2555.41","5","511.08"
"North America","2023-09-06","82.78","1","82.78"
"North America","2023-09-07","980.79","2","490.39"
"North America","2023-09-08","570.44","2","285.22"
"North America","2023-09-09","299.47","1","299.47"
"North America","2023-09-10","797.8","6","132.97"
"North America","2023-09-11","1877.67","3","625.89"
"North America","2023-09-12","803.33","3","267.78"
"North America","2023-09-13","1498.24","6","249.71"
"North America","2023-09-14","257.79","2","128.9"
"North America","2023-09-15","79.68","1","79.68"
"North America","2023-09-16","133.08","2","66.54"
"North America","2023-09-17","394.15","3","131.38"
"North America","2023-09-18","777.67","2","388.83"
"North America","2023-09-20","118.45","2","59.23"
"North America","2023-09-21","1782.59","2","891.3"
"North America","2023-09-22","1671.65","2","835.83"
"North America","2023-09-23","317.67","1","317.67"
"North America","2023-09-24","839.18","1","839.18"
"North America","2023-09-25","244.52","2","122.26"
"North America","2023-09-26","1370.68","3","456.89"
"North America","2023-09-27","760.5","2","380.25"
"North America","2023-09-28","311.47","1","311.47"
"North America","2023-10-01","1113.67","3","371.22"
"North America","2023-10-02","1586.12","2","793.06"
"North America","2023-10-03","1979.14","6","329.86"
"North America","2023-10-04","39.29","1","39.29"
"North America","2023-10-05","600.88","3","200.29"
"North America","2023-10-06","353.86","4","88.47"
"North America","2023-10-07","89.57","1","89.57"
"North America","2023-10-09","651.79","1","651.79"
"North America","2023-10-10","1432.96","4","358.24"
"North America","2023-10-13","1146.19","3","382.06"
"North America","2023-10-14","112.51","1","112.51"
"North America","2023-10-15","237.15","3","79.05"
"North America","2023-10-17","344.04","2","172.02"
"North America","2023-10-18","1337.23","4","334.31"
"North America","2023-10-19","195.14","2","97.57"
"North America","2023-10-20","25.85","1","25.85"
"North America","2023-10-21","923.05","3","307.68"
"North America","2023-10-22","2574.53","3","858.18"
"North America","2023-10-23","116.43","1","116.43"
"North America","2023-10-24","1090.62","5","218.12"
"North America","2023-10-25","81.22","1","81.22"
"North America","2023-10-26","640.27","2","320.13"
"North America","2023-10-28","659.75","3","219.92"
"North America","2023-10-30","1602.66","3","534.22"
"North America","2023-11-01","1452.65","5","290.53"
"North America","2023-11-02","205.62","5","41.12"
"North America","2023-11-03","466.58","4","116.65"
"North America","2023-11-04","1386.32","6","231.05"
"North America","2023-11-05","292.25","4","73.06"
"North America","2023-11-06","1127.69","7","161.1"
"North America","2023-11-07","1391.17","4","347.79"
"North America","2023-11-08","2159.46","10","215.95"
"North America","2023-11-09","2006.54","4","501.63"
"North America","2023-11-10","789.14","4","197.28"
"North America","2023-11-11","766.18","4","191.54"
"North America","2023-11-12","74.71","1","74.71"
"North America","2023-11-13","1392.68","6","232.11"
"North America","2023-11-14","560.96","6","93.49"
"North America","2023-11-15","836.3","9","92.92"
"North America","2023-11-16","307.86","3","102.62"
"North America","2023-11-17","2544.38","7","363.48"
"North America","2023-11-18","4255.47","8","531.93"
"North America","2023-11-19","1104.77","3","368.26"
"North America","2023-11-20","1885.71","4","471.43"
"North America","2023-11-21","2286.07","11","207.82"
"North America","2023-11-22","3074.59","5","614.92"
"North America","2023-11-23","844.35","4","211.09"
"North America","2023-11-24","769.08","4","192.27"
"North America","2023-11-25","367.35","3","122.45"
"North America","2023-11-26","733.38","6","122.23"
"North America","2023-11-27","861.02","4","215.25"
"North America","2023-11-28","2646.17","8","330.77"
"North America","2023-11-29","988.13","1","988.13"
"North America","2023-12-01","880.28","7","125.75"
"North America","2023-12-02","950.02","6","158.34"
"North America","2023-12-03","1114.6","6","185.77"
"North America","2023-12-04","760.43","3","253.48"
"North America","2023-12-05","1630.51","8","203.81"
"North America","2023-12-06","1143.7","7","163.39"
"North America","2023-12-07","2724.74","12","227.06"
"North America","2023-12-08","1272.14","8","159.02"
"North America","2023-12-09","3237.76","10","323.78"
"North America","2023-12-10","891.23","7","127.32"
"North America","2023-12-11","5337.28","7","762.47"
"North America","2023-12-12","2744.01","8","343"
"North America","2023-12-13","381.4","5","76.28"
"North America","2023-12-14","2236.69","9","248.52"
"North America","2023-12-15","491.5","5","98.3"
"North America","2023-12-16","1857.77","9","206.42"
"North America","2023-12-17","740.14","6","123.36"
"North America","2023-12-18","3183.46","12","265.29"
"North America","2023-12-19","781.81","5","156.36"
"North America","2023-12-20","1515.77","5","303.15"
"North America","2023-12-21","2849.78","10","284.98"
"North America","2023-12-22","354.02","5","70.8"
"North America","2023-12-23","3172.61","5","634.52"
"North America","2023-12-24","2178.58","9","242.06"
"North America","2023-12-25","600.67","3","200.22"
"North America","2023-12-26","4564.54","13","351.12"
"North America","2023-12-27","1970.48","10","197.05"
"North America","2023-12-28","1251.46","6","208.58"
"North America","2024-01-01","124.51","1","124.51"
"North America","2024-01-02","266.93","3","88.98"
"North America","2024-01-03","573.23","1","573.23"
"North America","2024-01-05","558.82","1","558.82"
"North America","2024-01-06","701.9","3","233.97"
"North America","2024-01-07","512.24","2","256.12"
"North America","2024-01-08","1029.45","3","343.15"
"North America","2024-01-09","94.61","2","47.3"
"North America","2024-01-10","226.07","2","113.03"
"North America","2024-01-11","480.34","3","160.11"
"North America","2024-01-13","190.66","2","95.33"
"North America","2024-01-14","1594.64","5","318.93"
"North America","2024-01-15","3252.35","3","1084.12"
"North America","2024-01-16","491.18","2","245.59"
"North America","2024-01-17","36.4","1","36.4"
"North America","2024-01-18","1330.45","2","665.23"
"North America","2024-01-19","45.12","1","45.12"
"North America","2024-01-20","224.59","3","74.86"
"North America","2024-01-21","80.22","1","80.22"
"North America","2024-01-22","69.2","1","69.2"
"North America","2024-01-23","717.83","1","717.83"
"North America","2024-01-25","292.02","2","146.01"
"North America","2024-01-26","363.19","3","121.06"
"North America","2024-01-27","580.4","3","193.47"
"North America","2024-01-28","27.76","1","27.76"
"North America","2024-01-31","21.01","1","21.01"
"North America","2024-02-01","98.41","2","49.2"
"North America","2024-02-02","451.06","3","150.35"
"North America","2024-02-03","806.32","3","268.77"
"North America","2024-02-05","1077.28","2","538.64"
"North America","2024-02-06","1032.16","6","172.03"
"North America","2024-02-08","269.56","2","134.78"
"North America","2024-02-09","754.54","2","377.27"
"North America","2024-02-10","187.71","1","187.71"
"North America","2024-02-11","84.98","1","84.98"
"North America","2024-02-12","841.24","2","420.62"
"North America","2024-02-13","698.89","3","232.96"
"North America","2024-02-14","475.41","2","237.7"
"North America","2024-02-15","2337.84","5","467.57"
"North America","2024-02-16","2033.38","5","406.68"
"North America","2024-02-17","865.32","4","216.33"
"North America","2024-02-19","612.4","1","612.4"
"North America","2024-02-22","301.41","2","150.7"
"North America","2024-02-23","462.96","3","154.32"
"North America","2024-02-24","224.98","2","112.49"
"North America","2024-02-25","184.73","2","92.36"
"North America","2024-02-26","1277.02","2","638.51"
"North America","2024-02-27","2039.96","4","509.99"
"North America","2024-02-28","58.3","2","29.15"
"North America","2024-02-29","710.09","1","710.09"
"North America","2024-03-01","274.92","2","137.46"
"North America","2024-03-02","423","3","141"
"North America","2024-03-03","2191.76","4","547.94"
"North America","2024-03-04","307.08","2","153.54"
"North America","2024-03-05","544.48","3","181.49"
"North America","2024-03-06","1587.55","3","529.18"
"North America","2024-03-07","437.04","3","145.68"
"North America","2024-03-08","265.25","1","265.25"
"North America","2024-03-09","355.6","3","118.53"
"North America","2024-03-10","220.98","1","220.98"
"North America","2024-03-11","638.14","3","212.71"
"North America","2024-03-12","103.52","1","103.52"
"North America","2024-03-13","495.62","1","495.62"
"North America","2024-03-15","869.16","4","217.29"
"North America","2024-03-16","441.67","1","441.67"
"North America","2024-03-17","133.97","3","44.66"
"North America","2024-03-18","986.2","2","493.1"
"North America","2024-03-19","1004.35","1","1004.35"
"North America","2024-03-20","695.41","4","173.85"
"North America","2024-03-21","329.81","2","164.91"
"North America","2024-03-22","882.1","4","220.53"
"North America","2024-03-23","958","3","319.33"
"North America","2024-03-24","2282.35","3","760.78"
"North America","2024-03-25","215.9","2","107.95"
"North America","2024-03-26","34.04","2","17.02"
"North America","2024-03-27","396.51","2","198.25"
"North America","2024-04-02","1361.05","5","272.21"
"North America","2024-04-03","220.6","2","110.3"
"North America","2024-04-04","3126.28","7","446.61"
"North America","2024-04-05","134.76","1","134.76"
"North America","2024-04-06","828.6","6","138.1"
"North America","2024-04-07","219","1","219"
"North America","2024-04-08","2393.98","6","399"
"North America","2024-04-10","952.51","2","476.25"
"North America","2024-04-11","169.1","3","56.37"
"North America","2024-04-12","255.52","1","255.52"
"North America","2024-04-13","1189.92","4","297.48"
"North America","2024-04-14","798.76","2","399.38"
"North America","2024-04-15","412.58","3","137.53"
"North America","2024-04-16","28.35","1","28.35"
"North America","2024-04-17","65.48","1","65.48"
"North America","2024-04-18","2392.09","6","398.68"
"North America","2024-04-19","399.86","4","99.97"
"North America","2024-04-20","1305.76","6","217.63"
"North America","2024-04-21","197.84","2","98.92"
"North America","2024-04-22","1584.4","6","264.07"
"North America","2024-04-23","1677.03","2","838.51"
"North America","2024-04-24","488.67","2","244.34"
"North America","2024-04-25","25.85","1","25.85"
"North America","2024-04-26","374.73","5","74.95"
"North America","2024-04-27","180.92","2","90.46"
"North America","2024-04-28","1083.93","4","270.98"
"North America","2024-04-29","18.22","1","18.22"
"North America","2024-04-30","261.33","1","261.33"
"North America","2024-05-01","751.04","5","150.21"
"North America","2024-05-02","625.58","5","125.12"
"North America","2024-05-03","1954.48","5","390.9"
"North America","2024-05-04","236.07","2","118.03"
"North America","2024-05-05","1558.82","5","311.76"
"North America","2024-05-06","128.64","2","64.32"
"North America","2024-05-07","1510.48","6","251.75"
"North America","2024-05-08","1106.6","4","276.65"
"North America","2024-05-09","1019.56","3","339.85"
"North America","2024-05-10","406.52","1","406.52"
"North America","2024-05-11","793.34","5","158.67"
"North America","2024-05-12","64.55","1","64.55"
"North America","2024-05-13","1714.9","4","428.73"
"North America","2024-05-14","163.65","3","54.55"
"North America","2024-05-15","1283.93","2","641.97"
"North America","2024-05-16","888.66","5","177.73"
"North America","2024-05-17","408.01","2","204"
"North America","2024-05-18","142.52","2","71.26"
"North America","2024-05-19","335.4","2","167.7"
"North America","2024-05-20","685.13","4","171.28"
"North America","2024-05-21","1498.9","6","249.82"
"North America","2024-05-22","780.18","4","195.05"
"North America","2024-05-23","1532.44","5","306.49"
"North America","2024-05-24","696.59","2","348.3"
"North America","2024-05-25","986.71","5","197.34"
"North America","2024-05-26","1425.16","3","475.05"
"North America","2024-05-27","904.24","4","226.06"
"North America","2024-05-28","1485.72","5","297.14"
"North America","2024-05-30","162.37","1","162.37"
"North America","2024-06-01","720.5","3","240.17"
"North America","2024-06-02","1636.08","7","233.73"
"North America","2024-06-04","815.7","3","271.9"
"North America","2024-06-05","1487.41","7","212.49"
"North America","2024-06-06","562.4","2","281.2"
"North America","2024-06-07","694.93","5","138.99"
"North America","2024-06-08","1565.08","4","391.27"
"North America","2024-06-09","722.21","3","240.74"
"North America","2024-06-10","436.9","4","109.22"
"North America","2024-06-11","1568.5","5","313.7"
"North America","2024-06-12","1928.92","4","482.23"
"North America","2024-06-13","55.9","1","55.9"
"North America","2024-06-14","415.54","6","69.26"
"North America","2024-06-15","480.23","2","240.11"
"North America","2024-06-16","60.73","1","60.73"
"North America","2024-06-17","300.88","2","150.44"
"North America","2024-06-18","1640.02","9","182.22"
"North America","2024-06-19","508.44","4","127.11"
"North America","2024-06-20","2438.31","5","487.66"
"North America","2024-06-21","1064.12","5","212.82"
"North America","2024-06-22","360.85","4","90.21"
"North America","2024-06-23","818.71","5","163.74"
"North America","2024-06-24","179.03","5","35.81"
"North America","2024-06-25","1104.69","6","184.12"
"North America","2024-06-26","557.36","2","278.68"
"North America","2024-06-27","647.43","4","161.86"
"North America","2024-06-28","1406.33","3","468.78"
"North America","2024-06-29","554.75","2","277.38"
"North America","2024-07-01","2518.6","7","359.8"
"North America","2024-07-02","623.85","4","155.96"
"North America","2024-07-03","187.82","3","62.61"
"North America","2024-07-04","224.67","4","56.17"
"North America","2024-07-05","707.6","8","88.45"
"North America","2024-07-06","901.02","4","225.25"
"North America","2024-07-07","2520.17","7","360.02"
"North America","2024-07-08","2088.64","8","261.08"
"North America","2024-07-09","1113.72","7","159.1"
"North America","2024-07-10","1844.91","4","461.23"
"North America","2024-07-11","1440.03","9","160"
"North America","2024-07-12","1701.47","5","340.29"
"North America","2024-07-13","5149.49","8","643.69"
"North America","2024-07-14","505.04","2","252.52"
"North America","2024-07-15","832.53","5","166.51"
"North America","2024-07-16","2537.51","4","634.38"
"North America","2024-07-17","1744.13","10","174.41"
"North America","2024-07-18","1214.71","8","151.84"
"North America","2024-07-19","2046.67","6","341.11"
"North America","2024-07-20","297.62","5","59.52"
"North America","2024-07-21","2419.85","8","302.48"
"North America","2024-07-22","630.42","4","157.6"
"North America","2024-07-23","1021.02","4","255.25"
"North America","2024-07-24","1153.56","5","230.71"
"North America","2024-07-25","143.62","1","143.62"
"North America","2024-07-26","1966.36","9","218.48"
"North America","2024-07-27","1143.97","8","143"
"North America","2024-07-28","1508.76","8","188.59"
"North America","2024-07-30","528.06","1","528.06"
"North America","2024-07-31","29.05","1","29.05"
"North America","2024-08-01","4529.99","8","566.25"
"North America","2024-08-02","1331.68","5","266.34"
"North America","2024-08-03","1764.37","5","352.87"
"North America","2024-08-04","1310.38","6","218.4"
"North America","2024-08-05","334.25","6","55.71"
"North America","2024-08-06","937.36","6","156.23"
"North America","2024-08-07","2131.32","7","304.47"
"North America","2024-08-08","1287.71","6","214.62"
"North America","2024-08-09","1519.95","9","168.88"
"North America","2024-08-10","1271.69","6","211.95"
"North America","2024-08-11","240.67","4","60.17"
"North America","2024-08-12","2159.27","7","308.47"
"North America","2024-08-13","1625.51","8","203.19"
"North America","2024-08-14","2420.15","10","242.02"
"North America","2024-08-15","2435.99","4","609"
"North America","2024-08-16","725.31","5","145.06"
"North America","2024-08-17","2841.47","6","473.58"
"North America","2024-08-18","1448.14","7","206.88"
"North America","2024-08-19","1094.69","6","182.45"
"North America","2024-08-20","1273.7","5","254.74"
"North America","2024-08-21","280.94","3","93.65"
"North America","2024-08-22","2518.06","9","279.78"
"North America","2024-08-23","3373.4","12","281.12"
"North America","2024-08-24","4576.8","8","572.1"
"North America","2024-08-25","1156.26","7","165.18"
"North America","2024-08-26","1308.82","10","130.88"
"North America","2024-08-27","991.23","3","330.41"
"North America","2024-08-28","1106.15","6","184.36"
"North America","2024-08-29","178.65","1","178.65"
"North America","2024-08-30","62.9","1","62.9"
"North America","2024-08-31","2307.95","5","461.59"
"North America","2024-09-01","1004.66","6","167.44"
"North America","2024-09-02","641.81","9","71.31"
"North America","2024-09-03","2627.14","12","218.93"
"North America","2024-09-04","221.39","4","55.35"
"North America","2024-09-05","1594.69","7","227.81"
"North America","2024-09-06","3746.11","9","416.23"
"North America","2024-09-07","1957.36","9","217.48"
"North America","2024-09-08","748.68","6","124.78"
"North America","2024-09-09","1209.21","11","109.93"
"North America","2024-09-10","2323.28","5","464.66"
"North America","2024-09-11","464.44","3","154.81"
"North America","2024-09-12","2168.73","6","361.45"
"North America","2024-09-13","1535.65","8","191.96"
"North America","2024-09-14","1169.91","8","146.24"
"North America","2024-09-15","774.56","6","129.09"
"North America","2024-09-16","2464.98","8","308.12"
"North America","2024-09-17","1847.26","8","230.91"
"North America","2024-09-18","2647.83","7","378.26"
"North America","2024-09-19","2225.97","11","202.36"
"North America","2024-09-20","524.22","3","174.74"
"North America","2024-09-21","4025.37","10","402.54"
"North America","2024-09-22","669.24","6","111.54"
"North America","2024-09-23","1168.64","8","146.08"
"North America","2024-09-24","289.72","5","57.94"
"North America","2024-09-25","1789.36","4","447.34"
"North America","2024-09-26","2100.98","5","420.2"
"North America","2024-09-27","1944.48","9","216.05"
"North America","2024-09-28","2083.31","7","297.62"
"North America","2024-09-29","77.56","1","77.56"
"North America","2024-09-30","3026.31","3","1008.77"
"North America","2024-10-01","3294.59","12","274.55"
"North America","2024-10-02","2209.38","6","368.23"
"North America","2024-10-03","3161.63","7","451.66"
"North America","2024-10-04","3631.38","7","518.77"
"North America","2024-10-05","1885.12","5","377.02"
"North America","2024-10-06","1422.13","7","203.16"
"North America","2024-10-07","3409.66","9","378.85"
"North America","2024-10-08","1458.9","6","243.15"
"North America","2024-10-09","6387.53","14","456.25"
"North America","2024-10-10","1161.93","8","145.24"
"North America","2024-10-11","701.63","4","175.41"
"North America","2024-10-12","785.17","6","130.86"
"North America","2024-10-13","2065.18","10","206.52"
"North America","2024-10-14","1357.78","8","169.72"
"North America","2024-10-15","3250.1","11","295.46"
"North America","2024-10-16","1285.38","8","160.67"
"North America","2024-10-17","1354.56","8","169.32"
"North America","2024-10-18","1339.35","8","167.42"
"North America","2024-10-19","303.28","1","303.28"
"North America","2024-10-20","3828.53","9","425.39"
"North America","2024-10-21","1763.99","4","441"
"North America","2024-10-22","2847.46","7","406.78"
"North America","2024-10-23","1694.77","11","154.07"
"North America","2024-10-24","2971.96","9","330.22"
"North America","2024-10-25","1840.21","9","204.47"
"North America","2024-10-26","2009.45","11","182.68"
"North America","2024-10-27","3494.12","12","291.18"
"North America","2024-10-28","1282.87","7","183.27"
"North America","2024-10-29","1657.04","3","552.35"
"North America","2024-10-30","21.79","1","21.79"
"North America","2024-10-31","749.38","3","249.79"
"North America","2024-11-01","2557.49","16","159.84"
"North America","2024-11-02","3843.11","21","183.01"
"North America","2024-11-03","3827.7","12","318.97"
"North America","2024-11-04","2606.4","9","289.6"
"North America","2024-11-05","5107.32","16","319.21"
"North America","2024-11-06","3419.96","18","190"
"North America","2024-11-07","4898.51","15","326.57"
"North America","2024-11-08","2034.69","13","156.51"
"North America","2024-11-09","7354.66","26","282.87"
"North America","2024-11-10","1436.38","16","89.77"
"North America","2024-11-11","3235.24","16","202.2"
"North America","2024-11-12","2298.43","10","229.84"
"North America","2024-11-13","2748.82","16","171.8"
"North America","2024-11-14","3131.2","12","260.93"
"North America","2024-11-15","3077.1","13","236.7"
"North America","2024-11-16","4255.19","13","327.32"
"North America","2024-11-17","2063.83","12","171.99"
"North America","2024-11-18","3408.7","15","227.25"
"North America","2024-11-19","5171.84","17","304.23"
"North America","2024-11-20","3039.1","15","202.61"
"North America","2024-11-21","3571.39","17","210.08"
"North America","2024-11-22","6106.84","13","469.76"
"North America","2024-11-23","3404.93","13","261.92"
"North America","2024-11-24","5051.23","19","265.85"
"North America","2024-11-25","6158.23","19","324.12"
"North America","2024-11-26","2348.11","11","213.46"
"North America","2024-11-27","3118.15","20","155.91"
"North America","2024-11-28","5727.34","17","336.9"
"North America","2024-11-29","3954.35","8","494.29"
"North America","2024-11-30","1395.21","3","465.07"
"North America","2024-12-01","3330.54","18","185.03"
"North America","2024-12-02","4268.92","24","177.87"
"North America","2024-12-03","7095.7","25","283.83"
"North America","2024-12-04","6906.49","20","345.32"
"North America","2024-12-05","6008.04","25","240.32"
"North America","2024-12-06","2537.95","8","317.24"
"North America","2024-12-07","9433.86","24","393.08"
